player,age,goat,similarity,distance,data_cutoff,model_version
Daniel Gafford,25,Magic Johnson,28.405968634423257,2.520386904842837,2023-24,V2
Daniel Gafford,25,Michael Jordan,24.170187019490925,3.1373283508050496,2023-24,V2
Daniel Gafford,25,Kareem Abdul-Jabbar,24.147880691613477,3.141150160425046,2023-24,V2
Daniel Gafford,25,Larry Bird,23.753415776098596,3.2099208359171243,2023-24,V2
Daniel Gafford,25,LeBron James,21.855264103549402,3.575556695458076,2023-24,V2
Darius Garland,24,Larry Bird,41.17882498082894,1.4284325753965934,2023-24,V2
Darius Garland,24,Michael Jordan,38.7797027444441,1.5786685539854175,2023-24,V2
Darius Garland,24,Magic Johnson,26.935148520534913,2.712621072936043,2023-24,V2
Darius Garland,24,LeBron James,24.45288848333298,3.0894964236294506,2023-24,V2
Darius Garland,24,Kareem Abdul-Jabbar,22.230234141029225,3.498378171169823,2023-24,V2
David Roddy,23,Larry Bird,27.454002443107164,2.6424561485062026,2023-24,V2
David Roddy,23,Kareem Abdul-Jabbar,22.864932535722385,3.373509514789419,2023-24,V2
David Roddy,23,LeBron James,20.525694060467774,3.8719424398222286,2023-24,V2
David Roddy,23,Magic Johnson,20.172616435070044,3.9572151595640435,2023-24,V2
Davion Mitchell,25,Larry Bird,24.319219253882185,3.111974112163842,2023-24,V2
Davion Mitchell,25,Magic Johnson,20.837179134649425,3.799114090914229,2023-24,V2
Davion Mitchell,25,Michael Jordan,20.563738354185467,3.862929019890314,2023-24,V2
Davion Mitchell,25,LeBron James,19.079463926086216,4.241237405170276,2023-24,V2
Davion Mitchell,25,Kareem Abdul-Jabbar,17.786325106070127,4.622296871537109,2023-24,V2
Day'Ron Sharpe,22,Michael Jordan,36.24561451561561,1.758954464875116,2023-24,V2
Day'Ron Sharpe,22,LeBron James,31.862164990200842,2.1385186797807005,2023-24,V2
Day'Ron Sharpe,22,Magic Johnson,31.394957414383775,2.185224897109892,2023-24,V2
De'Aaron Fox,26,Larry Bird,29.093499498872855,2.437193934125189,2023-24,V2
De'Aaron Fox,26,Magic Johnson,26.511438221256714,2.7719568122041975,2023-24,V2
De'Aaron Fox,26,LeBron James,26.484372306978848,2.775811593376868,2023-24,V2
De'Aaron Fox,26,Michael Jordan,24.34689697432891,3.10729959162512,2023-24,V2
De'Aaron Fox,26,Kareem Abdul-Jabbar,23.973252288731885,3.1713155476615436,2023-24,V2
De'Andre Hunter,26,Larry Bird,25.652100582379095,2.8983162286792163,2023-24,V2
De'Andre Hunter,26,Magic Johnson,24.4144134462822,3.095941121830551,2023-24,V2
De'Andre Hunter,26,LeBron James,23.542038406023675,3.247720536145805,2023-24,V2
De'Andre Hunter,26,Kareem Abdul-Jabbar,22.392375913538515,3.4658057003919636,2023-24,V2
De'Andre Hunter,26,Michael Jordan,22.278493657516673,3.488633815969887,2023-24,V2
Dean Wade,27,Larry Bird,22.924052404553315,3.3622304745795026,2023-24,V2
Dean Wade,27,Kareem Abdul-Jabbar,21.954078286784725,3.5549623488495565,2023-24,V2
Dean Wade,27,Michael Jordan,21.51870528948867,3.647119733957573,2023-24,V2
Dean Wade,27,Magic Johnson,21.398430081809284,3.6732400282490625,2023-24,V2
Dean Wade,27,LeBron James,20.740729915899504,3.8214310877912565,2023-24,V2
